;iso_code;continent;location;date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_deaths_smoothed_per_million;reproduction_rate;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;total_tests;new_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;positive_rate;tests_per_case;tests_units;total_vaccinations;people_vaccinated;people_fully_vaccinated;total_boosters;new_vaccinations;new_vaccinations_smoothed;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;total_boosters_per_hundred;new_vaccinations_smoothed_per_million;new_people_vaccinated_smoothed;new_people_vaccinated_smoothed_per_hundred;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index;excess_mortality_cumulative_absolute;excess_mortality_cumulative;excess_mortality;excess_mortality_cumulative_per_million
0;FRA;Europe;France;2020-01-24;2,0;2,0;;;;;0,03;0,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
1;FRA;Europe;France;2020-01-25;3,0;1,0;;;;;0,044;0,015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
2;FRA;Europe;France;2020-01-26;3,0;0,0;;;;;0,044;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;-3599,6;-6,61;-7,74;-53,38910148
3;FRA;Europe;France;2020-01-27;3,0;0,0;;;;;0,044;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
4;FRA;Europe;France;2020-01-28;4,0;1,0;;;;;0,059;0,015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
5;FRA;Europe;France;2020-01-29;5,0;1,0;0,714;;;;0,074;0,015;0,011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
6;FRA;Europe;France;2020-01-30;5,0;0,0;0,714;;;;0,074;0,0;0,011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
7;FRA;Europe;France;2020-01-31;5,0;0,0;0,429;;;;0,074;0,0;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
8;FRA;Europe;France;2020-02-01;6,0;1,0;0,429;;;;0,089;0,015;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
9;FRA;Europe;France;2020-02-02;6,0;0,0;0,429;;;;0,089;0,0;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;-4424,0;-6,52;-6,17;-65,61656433
10;FRA;Europe;France;2020-02-03;6,0;0,0;0,429;;;;0,089;0,0;0,006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
11;FRA;Europe;France;2020-02-04;6,0;0,0;0,286;;;;0,089;0,0;0,004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
12;FRA;Europe;France;2020-02-05;6,0;0,0;0,143;;;;0,089;0,0;0,002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
13;FRA;Europe;France;2020-02-06;6,0;0,0;0,143;;;;0,089;0,0;0,002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
14;FRA;Europe;France;2020-02-07;6,0;0,0;0,143;;;;0,089;0,0;0,002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
15;FRA;Europe;France;2020-02-08;11,0;5,0;0,714;;;;0,163;0,074;0,011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
16;FRA;Europe;France;2020-02-09;11,0;0,0;0,714;;;;0,163;0,0;0,011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;-5500,8;-6,76;-7,99;-81,58761235
17;FRA;Europe;France;2020-02-10;11,0;0,0;0,714;;;;0,163;0,0;0,011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
18;FRA;Europe;France;2020-02-11;11,0;0,0;0,714;;;;0,163;0,0;0,011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
19;FRA;Europe;France;2020-02-12;11,0;0,0;0,714;;;;0,163;0,0;0,011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
20;FRA;Europe;France;2020-02-13;11,0;0,0;0,714;;;;0,163;0,0;0,011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
21;FRA;Europe;France;2020-02-14;11,0;0,0;0,714;;;;0,163;0,0;0,011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
22;FRA;Europe;France;2020-02-15;12,0;1,0;0,143;1,0;1,0;;0,178;0,015;0,002;0,015;0,015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
23;FRA;Europe;France;2020-02-16;12,0;0,0;0,143;1,0;0,0;;0,178;0,0;0,002;0,015;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;-6558,0;-6,93;-7,94;-97,26795408
24;FRA;Europe;France;2020-02-17;12,0;0,0;0,143;1,0;0,0;;0,178;0,0;0,002;0,015;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
25;FRA;Europe;France;2020-02-18;12,0;0,0;0,143;1,0;0,0;;0,178;0,0;0,002;0,015;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
26;FRA;Europe;France;2020-02-19;12,0;0,0;0,143;1,0;0,0;;0,178;0,0;0,002;0,015;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
27;FRA;Europe;France;2020-02-20;12,0;0,0;0,143;1,0;0,0;0,143;0,178;0,0;0,002;0,015;0,0;0,002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
28;FRA;Europe;France;2020-02-21;12,0;0,0;0,143;1,0;0,0;0,143;0,178;0,0;0,002;0,015;0,0;0,002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
29;FRA;Europe;France;2020-02-22;12,0;0,0;0,0;1,0;0,0;0,0;0,178;0,0;0,0;0,015;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
30;FRA;Europe;France;2020-02-23;12,0;0,0;0,0;1,0;0,0;0,0;0,178;0,0;0,0;0,015;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;-7910,2;-7,34;-10,25;-117,3237222
31;FRA;Europe;France;2020-02-24;12,0;0,0;0,0;1,0;0,0;0,0;0,178;0,0;0,0;0,015;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,56;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
32;FRA;Europe;France;2020-02-25;14,0;2,0;0,286;1,0;0,0;0,0;0,208;0,03;0,004;0,015;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,89;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
33;FRA;Europe;France;2020-02-26;18,0;4,0;0,857;2,0;1,0;0,143;0,267;0,059;0,013;0,03;0,015;0,002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,89;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
34;FRA;Europe;France;2020-02-27;38,0;20,0;3,714;2,0;0,0;0,143;0,564;0,297;0,055;0,03;0,0;0,002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,89;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
35;FRA;Europe;France;2020-02-28;57,0;19,0;6,429;2,0;0,0;0,143;0,845;0,282;0,095;0,03;0,0;0,002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,89;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
36;FRA;Europe;France;2020-02-29;100,0;43,0;12,571;2,0;0,0;0,143;1,483;0,638;0,186;0,03;0,0;0,002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,72;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
37;FRA;Europe;France;2020-03-01;130,0;30,0;16,857;2,0;0,0;0,143;1,928;0,445;0,25;0,03;0,0;0,002;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,72;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;-9084,6;-7,51;-8,89;-134,742369
38;FRA;Europe;France;2020-03-02;191,0;61,0;25,571;3,0;1,0;0,286;2,833;0,905;0,379;0,044;0,015;0,004;2,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,98;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
39;FRA;Europe;France;2020-03-03;212,0;21,0;28,286;4,0;1,0;0,429;3,144;0,311;0,42;0,059;0,015;0,006;2,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,98;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
40;FRA;Europe;France;2020-03-04;288,0;76,0;38,571;4,0;0,0;0,286;4,272;1,127;0,572;0,059;0,0;0,004;3,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,98;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
41;FRA;Europe;France;2020-03-05;426,0;138,0;55,429;7,0;3,0;0,714;6,318;2,047;0,822;0,104;0,044;0,011;3,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,98;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
42;FRA;Europe;France;2020-03-06;616,0;190,0;79,857;9,0;2,0;1,0;9,136;2,818;1,184;0,133;0,03;0,015;3,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,98;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
43;FRA;Europe;France;2020-03-07;948,0;332,0;121,143;16,0;7,0;2,0;14,061;4,924;1,797;0,237;0,104;0,03;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,98;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
44;FRA;Europe;France;2020-03-08;1125,0;177,0;142,143;19,0;3,0;2,429;16,686;2,625;2,108;0,282;0,044;0,036;2,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,98;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;-9863,4;-7,36;-6,03;-146,2934947
45;FRA;Europe;France;2020-03-09;1411,0;286,0;174,286;25,0;6,0;3,143;20,928;4,242;2,585;0,371;0,089;0,047;2,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,98;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
46;FRA;Europe;France;2020-03-10;1783,0;372,0;224,429;33,0;8,0;4,143;26,445;5,517;3,329;0,489;0,119;0,061;2,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,98;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
47;FRA;Europe;France;2020-03-11;2293,0;510,0;286,429;48,0;15,0;6,286;34,01;7,564;4,248;0,712;0,222;0,093;2,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,98;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
48;FRA;Europe;France;2020-03-12;2293,0;0,0;266,714;48,0;0,0;5,857;34,01;0,0;3,956;0,712;0,0;0,087;2,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,98;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
49;FRA;Europe;France;2020-03-13;3678,0;1385,0;437,429;79,0;31,0;10,0;54,552;20,542;6,488;1,172;0,46;0,148;2,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,98;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
50;FRA;Europe;France;2020-03-14;4493,0;815,0;506,429;91,0;12,0;10,714;66,64;12,088;7,511;1,35;0,178;0,159;2,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,54;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
51;FRA;Europe;France;2020-03-15;4529,0;36,0;486,286;91,0;0,0;10,286;67,174;0,534;7,213;1,35;0,0;0,153;2,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,54;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;-9640,4;-6,59;1,81;-142,985969
52;FRA;Europe;France;2020-03-16;6680,0;2151,0;752,714;149,0;58,0;17,714;99,077;31,904;11,164;2,21;0,86;0,263;2,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56,94;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
53;FRA;Europe;France;2020-03-17;7712,0;1032,0;847,0;149,0;0,0;16,571;114,384;15,307;12,563;2,21;0,0;0,246;2,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
54;FRA;Europe;France;2020-03-18;9121,0;1409,0;975,429;149,0;0,0;14,429;135,282;20,898;14,468;2,21;0,0;0,214;2,35;771,0;11,435;2972,0;44,081;;;;;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
55;FRA;Europe;France;2020-03-19;10962,0;1841,0;1238,429;244,0;95,0;28,0;162,588;27,306;18,368;3,619;1,409;0,415;2,27;1002,0;14,862;4073,0;60,411;;;;;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
56;FRA;Europe;France;2020-03-20;12745,0;1783,0;1295,286;451,0;207,0;53,143;189,033;26,445;19,212;6,689;3,07;0,788;2,18;1297,0;19,237;5226,0;77,512;;;;;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
57;FRA;Europe;France;2020-03-21;14444,0;1699,0;1421,571;563,0;112,0;67,429;214,233;25,199;21,085;8,35;1,661;1,0;2,12;1453,0;21,551;5900,0;87,509;;;;;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
58;FRA;Europe;France;2020-03-22;16739,0;2295,0;1744,286;676,0;113,0;83,571;248,272;34,039;25,871;10,026;1,676;1,24;2,07;1674,0;24,829;6954,0;103,141;;;;;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;-7740,6;-4,89;15,78;-114,8082228
59;FRA;Europe;France;2020-03-23;20094,0;3355,0;1916,286;862,0;186,0;101,857;298,033;49,761;28,422;12,785;2,759;1,511;2,0;2080,0;30,85;8673,0;128,638;;;;;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
60;FRA;Europe;France;2020-03-24;22337,0;2243,0;2089,286;1102,0;240,0;136,143;331,301;33,268;30,988;16,345;3,56;2,019;1,93;2503,0;37,124;10163,0;150,737;;;;;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
61;FRA;Europe;France;2020-03-25;25292,0;2955,0;2310,143;1333,0;231,0;169,143;375,13;43,828;34,264;19,771;3,426;2,509;1,87;2935,0;43,532;12072,0;179,051;2913,0;43,205;14396,0;213,521;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
62;FRA;Europe;France;2020-03-26;29208,0;3916,0;2606,571;1697,0;364,0;207,571;433,212;58,082;38,661;25,17;5,399;3,079;1,81;3351,0;49,702;13879,0;205,853;3087,0;45,786;15264,0;226,395;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
63;FRA;Europe;France;2020-03-27;33000,0;3792,0;2893,571;1996,0;299,0;220,714;489,454;56,243;42,917;29,605;4,435;3,274;1,74;3758,0;55,738;15701,0;232,877;3453,0;51,215;17067,0;253,137;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
64;FRA;Europe;France;2020-03-28;37648,0;4648,0;3314,857;2314,0;318,0;250,143;558,393;68,939;49,166;34,321;4,717;3,71;1,69;4236,0;62,828;17580,0;260,746;3850,0;57,103;18880,0;280,027;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
65;FRA;Europe;France;2020-03-29;40251,0;2603,0;3358,857;2608,0;294,0;276,0;597,001;38,608;49,818;38,682;4,361;4,094;1,63;4592,0;68,108;19311,0;286,42;4084,0;60,574;20031,0;297,099;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;-3489,2;-2,05;35,62;-51,75165376
66;FRA;Europe;France;2020-03-30;44594,0;4343,0;3500,0;3025,0;417,0;309,0;661,416;64,415;51,912;44,867;6,185;4,583;1,57;5056,0;74,99;20946,0;310,67;4330,0;64,222;21086,0;312,747;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
67;FRA;Europe;France;2020-03-31;52229,0;7635,0;4270,286;3526,0;501,0;346,286;774,658;113,242;63,337;52,297;7,431;5,136;1,51;5496,0;81,516;22672,0;336,27;4526,0;67,129;22614,0;335,41;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
68;FRA;Europe;France;2020-04-01;57072,0;4843,0;4540,0;4779,0;1253,0;492,286;846,489;71,831;67,337;70,882;18,584;7,302;1,43;5940,0;88,102;24543,0;364,021;4690,0;69,562;23729,0;351,947;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
69;FRA;Europe;France;2020-04-02;59172,0;2100,0;4280,571;5388,0;609,0;527,286;877,636;31,147;63,489;79,915;9,033;7,821;1,35;6305,0;93,515;26131,0;387,574;4806,0;71,282;24477,0;363,042;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
70;FRA;Europe;France;2020-04-03;64395,0;5223,0;4485,0;6510,0;1122,0;644,857;955,104;77,467;66,521;96,556;16,641;9,564;1,29;6556,0;97,238;27302,0;404,942;4838,0;71,757;25045,0;371,466;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
71;FRA;Europe;France;2020-04-04;47319,0;;;7562,0;1052,0;749,714;701,833;;;112,159;15,603;11,12;1,24;6723,0;99,715;28003,0;415,339;4645,0;68,894;24514,0;363,591;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
72;FRA;Europe;France;2020-04-05;48165,0;846,0;3570,0;8081,0;519,0;781,857;714,381;12,548;52,95;119,857;7,698;11,596;1,18;6859,0;101,732;28747,0;426,374;4492,0;66,625;23760,0;352,407;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;3641,4;2,0;61,08;54,00907716
73;FRA;Europe;France;2020-04-06;50823,0;2658,0;3329,286;8914,0;833,0;841,286;753,804;39,423;49,38;132,212;12,355;12,478;1,13;6948,0;103,052;29569,0;438,566;4276,0;63,421;23406,0;347,157;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
74;FRA;Europe;France;2020-04-07;47329,0;;;10330,0;1416,0;972,0;701,982;;;153,214;21,002;14,417;1,08;7004,0;103,883;29871,0;443,045;4027,0;59,728;22537,0;334,268;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
75;FRA;Europe;France;2020-04-08;51180,0;3851,0;;10874,0;544,0;870,714;759,099;57,118;;161,283;8,069;12,914;1,04;7019,0;104,105;30217,0;448,177;3738,0;55,442;21395,0;317,33;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
76;FRA;Europe;France;2020-04-09;54964,0;3784,0;;12214,0;1340,0;975,143;815,224;56,124;;181,157;19,875;14,463;0,99;6937,0;102,889;30608,0;453,976;3379,0;50,117;20540,0;304,648;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
77;FRA;Europe;France;2020-04-10;56530,0;1566,0;;13199,0;985,0;955,571;838,45;23,227;;195,767;14,609;14,173;0,94;6875,0;101,97;31108,0;461,392;3170,0;47,017;20074,0;297,737;;;;;;;;;;;;;;;;;;;;;;;87,96;67422000,0;122,578;42,0;19,718;13,079;38605,671;;86,06;4,77;30,1;35,6;;5,98;82,66;0,901;;;;
